customer_id,tenure_months,monthly_spend,contract_type,product_plan,payment_method,late_payments_6m,support_tickets_3m,complaints_6m,average_weekly_usage_hours,days_since_last_login,satisfaction_score,auto_renew,churned
CUST-1318,41,84.0,Two-Year,Standard,Mailed Check,0,4,0,10.4,18,5,1,0
CUST-1331,67,126.0,One-Year,Standard,Electronic Check,0,0,0,20.7,24,5,0,0
CUST-1036,10,112.76,Month-to-Month,Standard,Electronic Check,2,4,0,10.8,22,2,0,1
CUST-1481,60,39.21,One-Year,Premium,Electronic Check,0,3,0,43.5,2,5,,0
CUST-1619,17,87.57,One-Year,Premium,Bank Transfer,0,0,0,29.5,4,3,0,0
CUST-1965,8,77.53,One-Year,Basic,Credit Card,0,1,0,35.4,18,1,0,1
CUST-1346,48,123.25,One-Year,Premium,Electronic Check,3,5,0,15.0,6,2,0,0
CUST-1993,27,35.64,One-Year,Premium,Credit Card,0,3,0,16.3,23,5,1,0
CUST-1389,12,63.33,Month-to-Month,Basic,Electronic Check,0,7,1,9.3,8,1,1,1
CUST-1466,59,98.05,Two-Year,Premium,Mailed Check,0,3,0,44.5,6,5,1,0
CUST-1097,58,138.18,Two-Year,Premium,Bank Transfer,0,3,0,48.4,14,5,1,0
CUST-1647,69,125.5,One-Year,Standard,Mailed Check,0,2,0,2.2,28,4,1,0
CUST-1733,19,120.78,Month-to-Month,Standard,Electronic Check,0,5,0,22.7,21,3,0,0
CUST-1851,49,139.75,One-Year,Standard,Credit Card,0,1,0,6.2,,5,0,0
CUST-1742,56,32.49,Two-Year,Standard,Electronic Check,0,5,0,19.8,13,5,1,0
CUST-1252,18,149.01,One-Year,Standard,Mailed Check,0,5,0,5.1,10,2,1,1
CUST-1085,72,62.85,One-Year,Standard,Electronic Check,0,3,0,29.4,30,5,1,0
CUST-1095,60,118.08,Two-Year,Standard,Electronic Check,0,5,0,18.7,15,5,1,0
CUST-1557,33,52.13,One-Year,Basic,Electronic Check,0,2,0,11.0,2,5,0,0
CUST-1259,26,121.13,One-Year,Basic,Electronic Check,0,2,0,22.8,29,5,1,0
CUST-1487,3,103.9,One-Year,Basic,Credit Card,0,5,0,23.0,9,3,0,0
CUST-1089,11,55.37,One-Year,Standard,Mailed Check,0,3,0,30.7,3,9,1,0
CUST-1778,20,69.54,One-Year,Basic,Credit Card,0,1,0,39.9,20,4,1,0
CUST-1500,34,87.21,One-Year,Basic,Electronic Check,0,3,0,7.7,27,4,1,0
CUST-1040,11,81.14,One-Year,Premium,Credit Card,0,2,0,14.6,30,1,0,1
CUST-1390,72,86.83,One-Year,Premium,Electronic Check,6,2,0,42.6,18,3,0,0
CUST-1028,34,43.21,One-Year,Basic,Credit Card,0,2,0,13.9,19,5,0,0
CUST-1503,24,74.13,Month-to-Month,Basic,Mailed Check,6,2,0,39.3,3,2,1,1
CUST-1702,65,56.87,Two-Year,Standard,Electronic Check,0,3,0,2.2,29,4,1,0
CUST-1913,53,124.25,Two-Year,Standard,Electronic Check,0,5,0,39.0,7,,1,0
CUST-1636,9,62.82,Month-to-Month,Standard,Electronic Check,0,1,0,10.6,0,2,1,0
CUST-1602,51,146.16,Two-Year,Standard,Mailed Check,1,4,0,39.7,3,,1,0
CUST-1706,11,94.33,Month-to-Month,Premium,Bank Transfer,0,5,0,25.6,7,2,0,1
CUST-1939,63,52.95,One-Year,Premium,Mailed Check,1,3,1,16.4,28,2,1,0
CUST-1101,24,143.65,One-Year,Standard,Bank Transfer,0,1,0,13.2,25,5,0,0
CUST-1789,6,144.78,One-Year,Premium,Bank Transfer,0,3,1,47.8,18,2,0,1
CUST-1552,27,20.93,One-Year,Standard,Credit Card,0,4,0,8.5,6,5,0,0
CUST-1771,67,53.81,Two-Year,Standard,Bank Transfer,0,0,0,27.9,,5,1,0
CUST-1393,34,138.67,One-Year,Basic,Electronic Check,0,2,0,3.2,15,5,0,0
CUST-1889,59,22.1,Two-Year,Standard,Mailed Check,0,0,0,37.9,26,4,0,0
CUST-1882,9,115.48,One-Year,Basic,Credit Card,0,4,0,5.3,29,2,0,0
CUST-1485,31,97.98,One-Year,Standard,Mailed Check,0,5,0,18.1,4,5,1,0
CUST-1718,50,50.73,One-Year,Standard,Credit Card,0,4,0,36.6,9,4,0,0
CUST-1262,22,62.73,One-Year,Premium,Electronic Check,0,0,0,25.0,3,4,1,0
CUST-1952,26,39.59,One-Year,Standard,Bank Transfer,0,1,0,20.5,19,5,0,0
CUST-1994,62,28.23,Two-Year,Basic,Bank Transfer,0,5,0,3.4,13,4,0,0
CUST-1328,14,54.12,Month-to-Month,Basic,Mailed Check,0,1,0,18.8,4,2,0,0
CUST-1512,34,133.31,Month-to-Month,Standard,Credit Card,0,9,1,17.4,21,3,0,0
CUST-1033,25,113.38,One-Year,Standard,Mailed Check,0,5,0,35.9,27,5,1,0
CUST-1504,62,79.03,Two-Year,Premium,Credit Card,0,0,0,48.1,10,4,1,0
CUST-1696,53,54.16,Two-Year,Basic,Mailed Check,0,1,0,26.3,18,5,0,0
CUST-1043,14,110.64,One-Year,Premium,Credit Card,0,4,0,25.2,13,1,1,0
CUST-1608,15,78.59,Month-to-Month,Basic,Bank Transfer,0,6,1,36.7,3,1,0,1
CUST-1630,16,117.96,Month-to-Month,Premium,Credit Card,0,4,0,12.2,14,1,0,0
CUST-1651,14,111.15,One-Year,Premium,Bank Transfer,0,4,0,17.7,3,1,1,0
CUST-1490,13,127.17,One-Year,Standard,Credit Card,0,4,0,22.8,10,1,0,0
CUST-1604,47,102.02,Two-Year,Basic,Bank Transfer,0,3,0,7.6,7,4,1,0
CUST-1635,66,98.64,Two-Year,Basic,Electronic Check,0,3,0,38.6,7,5,1,0
CUST-1439,6,67.52,Month-to-Month,Premium,Credit Card,3,1,0,21.1,3,3,0,1
CUST-1312,26,87.31,One-Year,Premium,Credit Card,0,4,0,43.5,29,5,1,0
CUST-1214,51,111.09,Two-Year,Standard,Electronic Check,2,1,0,7.2,24,4,1,0
CUST-1384,61,123.64,Two-Year,Basic,Mailed Check,0,3,0,22.4,10,5,1,0
CUST-1398,50,100.02,Two-Year,Basic,Bank Transfer,0,2,0,32.2,21,5,0,0
CUST-1352,28,115.45,One-Year,Standard,Mailed Check,0,5,0,33.1,3,4,0,0
CUST-1308,18,131.15,One-Year,Basic,Bank Transfer,0,5,0,5.8,16,3,0,0
CUST-1612,61,86.94,Two-Year,Basic,Credit Card,3,2,0,35.2,25,3,0,0
CUST-1715,42,75.82,One-Year,Standard,Bank Transfer,0,5,0,7.5,10,5,1,0
CUST-1011,47,$134.23,Two-Year,Basic,Credit Card,0,4,0,5.3,15,4,1,0
CUST-1413,9,21.55,Month-to-Month,Premium,Credit Card,0,2,0,22.8,50,,0,0
CUST-1678,23,85.43,Month-to-Month,Standard,Mailed Check,0,3,0,33.5,29,3,0,1
CUST-1367,53,144.96,Two-Year,Standard,Electronic Check,2,1,0,3.0,19,5,0,0
CUST-1433,54,42.26,Two-Year,Basic,Electronic Check,0,5,0,36.4,18,4,1,0
CUST-1122,10,78.5,One-Year,Premium,Electronic Check,0,4,0,18.9,30,5,0,0
CUST-1464,13,140.15,One-Year,Premium,Mailed Check,0,4,0,37.6,3,3,0,0
CUST-1260,12,137.89,One-Year,Premium,Mailed Check,0,0,0,14.9,23,3,0,0
CUST-1069,57,142.88,Two-Year,Standard,Mailed Check,0,3,0,9.6,12,4,1,0
CUST-1968,58,21.56,Two-Year,Premium,Credit Card,0,2,0,35.0,30,5,0,0
CUST-1697,70,120.67,Two-Year,Standard,Bank Transfer,0,1,0,23.9,0,4,1,0
CUST-1795,63,123.58,Two-Year,Premium,Electronic Check,1,2,0,48.6,28,5,0,0
CUST-1848,43,90.39,Two-Year,Premium,Credit Card,0,2,0,28.9,14,4,1,0
CUST-1191,8,94.11,One-Year,Standard,Bank Transfer,0,5,0,23.8,30,1,1,0
CUST-1213,59,146.69,One-Year,Premium,Credit Card,0,5,0,14.8,18,4,1,0
CUST-1124,71,55.68,Two-Year,Standard,Credit Card,0,1,0,24.1,5,5,0,0
CUST-1303,67,131.75,Two-Year,Premium,Mailed Check,4,4,0,46.3,56,2,1,0
CUST-1032,43,32.14,One-Year,Premium,Electronic Check,1,1,0,21.3,15,5,1,0
CUST-1017,52,137.32,One-Year,Standard,Credit Card,0,2,0,31.8,9,5,0,0
CUST-1025,32,106.7,One-Year,Premium,Mailed Check,0,5,0,47.3,27,5,1,0
CUST-1196,39,40.67,Two-Year,Basic,Electronic Check,0,2,0,26.7,1,5,0,0
CUST-1835,51,110.84,Two-Year,Premium,Mailed Check,0,5,0,46.8,12,5,0,0
CUST-1099,37,52.76,Two-Year,Premium,Bank Transfer,0,4,0,46.8,9,4,1,0
CUST-1654,42,47.56,Two-Year,Standard,Credit Card,0,2,0,15.8,9,5,1,0
CUST-1555,47,87.24,One-Year,Premium,Bank Transfer,0,8,1,26.9,10,1,0,1
CUST-1215,53,35.7,Two-Year,Basic,Mailed Check,0,2,0,5.4,25,4,1,0
CUST-1846,56,55.72,Two-Year,Basic,Electronic Check,0,0,0,36.6,21,5,1,0
CUST-1311,66,87.06,One-Year,Premium,Bank Transfer,0,2,0,12.0,5,5,1,0
CUST-1416,8,69.76,Month-to-Month,Basic,Electronic Check,0,2,0,4.6,29,4,0,1
CUST-1774,34,132.98,Month-to-Month,Basic,Bank Transfer,1,2,1,9.0,16,2,0,1
CUST-1248,8,124.71,One-Year,Standard,Electronic Check,4,5,0,39.9,8,4,0,0
CUST-1314,33,110.24,One-Year,Premium,Mailed Check,0,2,0,29.4,14,5,1,0
CUST-1712,38,80.72,Two-Year,Standard,Mailed Check,0,2,0,28.1,28,4,1,0
CUST-1074,2,54.38,Month-to-Month,Standard,Electronic Check,0,5,0,16.5,20,1,0,1
CUST-1938,34,134.65,One-Year,Premium,Electronic Check,0,5,0,22.4,57,5,1,0
CUST-1148,71,137.38,One-Year,Premium,Bank Transfer,0,4,0,37.9,22,5,1,0
CUST-1508,6,86.73,Month-to-Month,Premium,Bank Transfer,0,5,0,30.8,20,1,0,0
CUST-1111,43,37.34,Two-Year,Premium,Electronic Check,0,1,0,38.0,22,4,1,0
CUST-1820,6,149.45,One-Year,Standard,Electronic Check,0,4,0,34.8,29,5,0,0
CUST-1517,64,100.95,Two-Year,Standard,Mailed Check,0,0,0,29.6,15,5,1,0
CUST-1813,36,56.94,One-Year,Premium,Electronic Check,0,3,0,33.3,20,5,1,0
CUST-1915,30,61.15,One-Year,Basic,Credit Card,0,2,0,26.3,24,5,1,0
CUST-1001,15,23.25,One-Year,Basic,Bank Transfer,0,0,0,35.9,2,1,1,0
CUST-1734,43,135.88,Two-Year,Premium,Mailed Check,0,5,0,36.3,4,5,0,0
CUST-1193,54,68.77,One-Year,Premium,Credit Card,0,5,0,47.6,11,5,1,0
CUST-1772,5,100.02,Month-to-Month,Standard,Electronic Check,3,4,0,23.6,10,4,0,0
CUST-1917,52,130.79,One-Year,Premium,Electronic Check,4,3,0,15.9,30,2,1,0
CUST-1711,47,34.92,One-Year,Basic,Electronic Check,0,0,0,37.7,8,4,,0
CUST-1855,3,62.25,Month-to-Month,Basic,Mailed Check,5,2,0,35.6,20,3,1,1
CUST-1160,69,104.33,Two-Year,Standard,Electronic Check,0,3,0,32.5,23,4,1,0
CUST-1465,66,49.58,One-Year,Standard,Credit Card,3,4,0,28.8,17,3,1,0
CUST-1660,34,59.44,Month-to-Month,Standard,Electronic Check,0,1,0,22.3,35,4,0,0
CUST-1656,25,45.08,One-Year,Basic,Credit Card,0,4,0,29.6,24,4,1,0
CUST-1232,70,54.48,Two-Year,Standard,Bank Transfer,0,3,0,33.9,4,5,1,0
CUST-1109,19,57.87,Month-to-Month,Premium,Electronic Check,0,3,0,37.4,16,1,0,0
CUST-1770,56,132.55,Two-Year,Premium,Credit Card,0,4,0,39.4,21,5,1,0
CUST-1705,51,129.59,Two-Year,Standard,Bank Transfer,1,1,0,18.6,20,4,0,0
CUST-1418,5,106.4,Month-to-Month,Basic,Electronic Check,6,4,0,37.7,15,2,1,0
CUST-1768,5,55.14,One-Year,Standard,Electronic Check,5,0,0,16.6,0,4,1,0
CUST-1360,3,68.96,One-Year,Premium,Credit Card,0,0,0,42.0,19,4,0,1
CUST-1591,42,61.95,Two-Year,Basic,Bank Transfer,0,3,0,6.6,6,4,1,0
CUST-1225,51,96.18,Two-Year,Standard,Electronic Check,0,1,0,18.6,20,4,0,0
CUST-1403,64,130.08,One-Year,Premium,Electronic Check,0,4,0,13.3,1,4,1,0
CUST-1840,43,129.74,Two-Year,Basic,Bank Transfer,0,4,0,35.1,2,5,1,0
CUST-1673,32,69.81,One-Year,Standard,Mailed Check,0,1,0,24.1,13,5,1,0
CUST-1536,40,135.58,One-Year,Basic,Mailed Check,0,1,1,23.8,18,3,1,0
CUST-1405,40,99.7,Two-Year,Premium,Credit Card,0,4,0,33.8,10,5,1,0
CUST-1960,2,115.5,Month-to-Month,Standard,Mailed Check,0,3,0,3.4,21,4,0,0
CUST-1562,19,39.16,One-Year,Premium,Electronic Check,0,0,0,37.0,4,5,0,0
CUST-1383,71,62.11,One-Year,Basic,Electronic Check,0,5,0,38.5,26,5,0,0
CUST-1817,28,144.2,One-Year,Standard,Bank Transfer,0,4,0,28.4,8,5,0,0
